index,status,pokedex_number,name,generation,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
265,"Generic",215,"Sneasel",2,"Dark","Ice",0.9,28,"Inner Focus","Keen Eye","Pickpocket",430,55,95,55,35,75,115,60,35,86,"Medium Slow","Field","",50,20,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
266,"Generic",216,"Teddiursa",2,"Normal","",0.6,8.8,"Pickup","Quick Feet","Honey Gather",330,60,80,50,50,50,40,120,50,66,"Medium Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
267,"Generic",217,"Ursaring",2,"Normal","",1.8,125.8,"Guts","Quick Feet","Unnerve",500,90,130,75,75,75,55,60,50,175,"Medium Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
268,"Generic",218,"Slugma",2,"Fire","",0.7,35,"Magma Armor","Flame Body","Weak Armor",250,40,40,40,70,40,20,190,50,50,"Medium Fast","Amorphous","",50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
269,"Generic",219,"Magcargo",2,"Fire","Rock",0.8,55,"Magma Armor","Flame Body","Weak Armor",430,60,50,120,90,80,30,75,50,151,"Medium Fast","Amorphous","",50,20,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
270,"Generic",220,"Swinub",2,"Ice","Ground",0.4,6.5,"Oblivious","Snow Cloak","Thick Fat",250,50,50,40,30,30,50,225,50,50,"Slow","Field","",50,20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
271,"Generic",221,"Piloswine",2,"Ice","Ground",1.1,55.8,"Oblivious","Snow Cloak","Thick Fat",450,100,100,80,60,60,50,75,50,158,"Slow","Field","",50,20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
272,"Generic",222,"Corsola",2,"Water","Rock",0.6,5,"Hustle","Natural Cure","Regenerator",410,65,55,95,65,95,35,60,50,144,"Fast","Water 1","Water 3",25,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
273,"Generic",222,"Galarian Corsola",8,"Ghost","",0.6,0.5,"Weak Armor","","Cursed Body",410,60,55,100,65,100,30,60,50,144,"Fast","Water 1","Water 3",NaN,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
274,"Generic",223,"Remoraid",2,"Water","",0.6,12,"Hustle","Sniper","Moody",300,35,65,35,65,35,65,190,50,60,"Medium Fast","Water 1","Water 2",50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
275,"Generic",224,"Octillery",2,"Water","",0.9,28.5,"Suction Cups","Sniper","Moody",480,75,105,75,105,75,45,75,50,168,"Medium Fast","Water 1","Water 2",50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
276,"Generic",225,"Delibird",2,"Ice","Flying",0.9,16,"Vital Spirit","Hustle","Insomnia",330,45,55,45,65,45,75,45,50,116,"Fast","Field","Water 1",50,20,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
277,"Generic",226,"Mantine",2,"Water","Flying",2.1,220,"Swift Swim","Water Absorb","Water Veil",485,85,40,70,80,140,70,25,50,170,"Slow","Water 1","",50,25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
278,"Generic",227,"Skarmory",2,"Steel","Flying",1.7,50.5,"Keen Eye","Sturdy","Weak Armor",465,65,80,140,40,70,70,25,50,163,"Slow","Flying","",50,25,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
279,"Generic",228,"Houndour",2,"Dark","Fire",0.6,10.8,"Early Bird","Flash Fire","Unnerve",330,45,60,30,80,50,65,120,35,66,"Slow","Field","",50,20,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
280,"Generic",229,"Houndoom",2,"Dark","Fire",1.4,35,"Early Bird","Flash Fire","Unnerve",500,75,90,50,110,80,95,45,35,175,"Slow","Field","",50,20,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
281,"Generic",229,"Mega Houndoom",6,"Dark","Fire",1.9,49.5,"Solar Power","","",600,75,90,90,140,90,115,45,35,210,"Slow","Field","",50,20,1,0,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
282,"Generic",230,"Kingdra",2,"Water","Dragon",1.8,152,"Swift Swim","Sniper","Damp",540,75,95,95,95,95,85,45,50,270,"Medium Fast","Dragon","Water 1",50,20,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
283,"Generic",231,"Phanpy",2,"Ground","",0.5,33.5,"Pickup","","Sand Veil",330,90,60,60,40,40,40,120,50,66,"Medium Fast","Field","",50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
284,"Generic",232,"Donphan",2,"Ground","",1.1,120,"Sturdy","","Sand Veil",500,90,120,120,60,60,50,60,50,175,"Medium Fast","Field","",50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
285,"Generic",233,"Porygon2",2,"Normal","",0.6,32.5,"Trace","Download","Analytic",515,85,80,90,105,95,60,45,50,180,"Medium Fast","Mineral","",NaN,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
286,"Generic",234,"Stantler",2,"Normal","",1.4,71.2,"Intimidate","Frisk","Sap Sipper",465,73,95,62,85,65,85,45,50,163,"Slow","Field","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
287,"Generic",235,"Smeargle",2,"Normal","",1.2,58,"Own Tempo","Technician","Moody",250,55,20,35,20,45,75,45,50,88,"Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
288,"Baby",236,"Tyrogue",2,"Fighting","",0.7,21,"Guts","Steadfast","Vital Spirit",210,35,35,35,35,35,35,75,50,42,"Medium Fast","Undiscovered","",100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
289,"Generic",237,"Hitmontop",2,"Fighting","",1.4,48,"Intimidate","Technician","Steadfast",455,50,95,95,35,110,70,45,50,159,"Medium Fast","Human-Like","",100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
290,"Baby",238,"Smoochum",2,"Ice","Psychic",0.4,6,"Oblivious","Forewarn","Hydration",305,45,30,15,85,65,65,45,50,61,"Medium Fast","Undiscovered","",0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
291,"Baby",239,"Elekid",2,"Electric","",0.6,23.5,"Static","","Vital Spirit",360,45,63,37,65,55,95,45,50,72,"Medium Fast","Undiscovered","",75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
292,"Baby",240,"Magby",2,"Fire","",0.7,21.4,"Flame Body","","Vital Spirit",365,45,75,37,70,55,83,45,50,73,"Medium Fast","Undiscovered","",75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
293,"Generic",241,"Miltank",2,"Normal","",1.2,75.5,"Thick Fat","Scrappy","Sap Sipper",490,95,80,105,40,70,100,45,50,172,"Slow","Field","",0,20,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
294,"Generic",242,"Blissey",2,"Normal","",1.5,46.8,"Natural Cure","Serene Grace","Healer",540,255,10,10,75,135,55,30,140,635,"Fast","Fairy","",0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
295,"Sub Legendary",243,"Raikou",2,"Electric","",1.9,178,"Pressure","","Inner Focus",580,90,85,75,115,100,115,3,35,290,"Slow","Undiscovered","",NaN,80,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
296,"Sub Legendary",244,"Entei",2,"Fire","",2.1,198,"Pressure","","Inner Focus",580,115,115,85,90,75,100,3,35,290,"Slow","Undiscovered","",NaN,80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
297,"Sub Legendary",245,"Suicune",2,"Water","",2,187,"Pressure","","Inner Focus",580,100,75,115,90,115,85,3,35,290,"Slow","Undiscovered","",NaN,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
298,"Generic",246,"Larvitar",2,"Rock","Ground",0.6,72,"Guts","","Sand Veil",300,50,64,50,45,50,41,45,35,60,"Slow","Monster","",50,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
299,"Generic",247,"Pupitar",2,"Rock","Ground",1.2,152,"Shed Skin","","",410,70,84,70,65,70,51,45,35,144,"Slow","Monster","",50,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
300,"PseudoLegendary",248,"Tyranitar",2,"Rock","Dark",2,202,"Sand Stream","","Unnerve",600,100,134,110,95,100,61,45,35,300,"Slow","Monster","",50,40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
301,"PseudoLegendary",248,"Mega Tyranitar",6,"Rock","Dark",2.5,255,"Sand Stream","","",700,100,164,150,95,120,71,45,35,350,"Slow","Monster","",50,40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
302,"Legendary",249,"Lugia",2,"Psychic","Flying",5.2,216,"Pressure","","Multiscale",680,106,90,130,90,154,110,3,0,340,"Slow","Undiscovered","",NaN,120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
303,"Legendary",250,"Ho-oh",2,"Fire","Flying",3.8,199,"Pressure","","Regenerator",680,106,130,90,110,154,90,3,0,340,"Slow","Undiscovered","",NaN,120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
304,"Mythical",251,"Celebi",2,"Psychic","Grass",0.6,5,"Natural Cure","","",600,100,100,100,100,100,100,45,100,300,"Medium Slow","Undiscovered","",NaN,120,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
305,"Generic",252,"Treecko",3,"Grass","",0.5,5,"Overgrow","","Unburden",310,40,45,35,65,55,70,45,50,62,"Medium Slow","Dragon","Monster",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
306,"Generic",253,"Grovyle",3,"Grass","",0.9,21.6,"Overgrow","","Unburden",405,50,65,45,85,65,95,45,50,142,"Medium Slow","Dragon","Monster",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
307,"Generic",254,"Sceptile",3,"Grass","",1.7,52.2,"Overgrow","","Unburden",530,70,85,65,105,85,120,45,50,265,"Medium Slow","Dragon","Monster",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
308,"Generic",254,"Mega Sceptile",6,"Grass","Dragon",1.9,55.2,"Lightning Rod","","",630,70,110,75,145,85,145,45,50,315,"Medium Slow","Dragon","Monster",87.5,20,1,1,0.25,0,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
309,"Generic",255,"Torchic",3,"Fire","",0.4,2.5,"Blaze","","Speed Boost",310,45,60,40,70,50,45,45,50,62,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
310,"Generic",256,"Combusken",3,"Fire","Fighting",0.9,19.5,"Blaze","","Speed Boost",405,60,85,60,85,60,55,45,50,142,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
311,"Generic",257,"Blaziken",3,"Fire","Fighting",1.9,52,"Blaze","","Speed Boost",530,80,120,70,110,70,80,45,50,265,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
312,"Generic",257,"Mega Blaziken",6,"Fire","Fighting",1.9,52,"Speed Boost","","",630,80,160,80,130,80,100,45,50,315,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
313,"Generic",258,"Mudkip",3,"Water","",0.4,7.6,"Torrent","","Damp",310,50,70,50,50,50,40,45,50,62,"Medium Slow","Monster","Water 1",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
314,"Generic",259,"Marshtomp",3,"Water","Ground",0.7,28,"Torrent","","Damp",405,70,85,70,60,70,50,45,50,142,"Medium Slow","Monster","Water 1",87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
315,"Generic",260,"Swampert",3,"Water","Ground",1.5,81.9,"Torrent","","Damp",535,100,110,90,85,90,60,45,50,268,"Medium Slow","Monster","Water 1",87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
316,"Generic",260,"Mega Swampert",6,"Water","Ground",1.9,102,"Swift Swim","","",635,100,150,110,95,110,70,45,50,318,"Medium Slow","Monster","Water 1",87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
317,"Generic",261,"Poochyena",3,"Dark","",0.5,13.6,"Run Away","Quick Feet","Rattled",220,35,55,35,30,30,35,255,50,56,"Medium Fast","Field","",50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
318,"Generic",262,"Mightyena",3,"Dark","",1,37,"Intimidate","Quick Feet","Moxie",420,70,90,70,60,60,70,127,50,147,"Medium Fast","Field","",50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
319,"Generic",263,"Zigzagoon",3,"Normal","",0.4,17.5,"Pickup","Gluttony","Quick Feet",240,38,30,41,30,41,60,255,50,56,"Medium Fast","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
320,"Generic",263,"Galarian Zigzagoon",3,"Dark","Normal",0.4,17.5,"Pickup","Gluttony","Quick Feet",240,38,30,41,30,41,60,255,50,56,"Medium Fast","Field","",NaN,15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
321,"Generic",264,"Linoone",3,"Normal","",0.5,32.5,"Pickup","Gluttony","Quick Feet",420,78,70,61,50,61,100,90,50,147,"Medium Fast","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
322,"Generic",264,"Galarian Linoone",7,"Dark","Normal",0.5,32.5,"Pickup","Gluttony","Quick Feet",420,78,70,61,50,61,100,90,50,147,"Medium Fast","Field","",NaN,15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
323,"Generic",265,"Wurmple",3,"Bug","",0.3,3.6,"Shield Dust","","Run Away",195,45,45,35,20,30,20,255,50,56,"Medium Fast","Bug","",50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
324,"Generic",266,"Silcoon",3,"Bug","",0.6,10,"Shed Skin","","",205,50,35,55,25,25,15,120,50,72,"Medium Fast","Bug","",50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
325,"Generic",267,"Beautifly",3,"Bug","Flying",1,28.4,"Swarm","","Rivalry",395,60,70,50,100,50,65,45,50,178,"Medium Fast","Bug","",50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
326,"Generic",268,"Cascoon",3,"Bug","",0.7,11.5,"Shed Skin","","",205,50,35,55,25,25,15,120,50,72,"Medium Fast","Bug","",50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
327,"Generic",269,"Dustox",3,"Bug","Poison",1.2,31.6,"Shield Dust","","Compound Eyes",385,60,50,70,50,90,65,45,50,173,"Medium Fast","Bug","",50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
328,"Generic",270,"Lotad",3,"Water","Grass",0.5,2.6,"Swift Swim","Rain Dish","Own Tempo",220,40,30,30,40,50,30,255,50,44,"Medium Slow","Grass","Water 1",50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
329,"Generic",271,"Lombre",3,"Water","Grass",1.2,32.5,"Swift Swim","Rain Dish","Own Tempo",340,60,50,50,60,70,50,120,50,119,"Medium Slow","Grass","Water 1",50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
330,"Generic",272,"Ludicolo",3,"Water","Grass",1.5,55,"Swift Swim","Rain Dish","Own Tempo",480,80,70,70,90,100,70,45,50,240,"Medium Slow","Grass","Water 1",50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
331,"Generic",273,"Seedot",3,"Grass","",0.5,4,"Chlorophyll","Early Bird","Pickpocket",220,40,40,50,30,30,30,255,50,44,"Medium Slow","Field","Grass",50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,"Generic",274,"Nuzleaf",3,"Grass","Dark",1,28,"Chlorophyll","Early Bird","Pickpocket",340,70,70,40,60,40,60,120,50,119,"Medium Slow","Field","Grass",50,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,"Generic",275,"Shiftry",3,"Grass","Dark",1.3,59.6,"Chlorophyll","Early Bird","Pickpocket",480,90,100,60,90,60,80,45,50,240,"Medium Slow","Field","Grass",50,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
334,"Generic",276,"Taillow",3,"Normal","Flying",0.3,2.3,"Guts","","Scrappy",270,40,55,30,30,30,85,200,50,54,"Medium Slow","Flying","",50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
335,"Generic",277,"Swellow",3,"Normal","Flying",0.7,19.8,"Guts","","Scrappy",455,60,85,60,75,50,125,45,50,159,"Medium Slow","Flying","",50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
336,"Generic",278,"Wingull",3,"Water","Flying",0.6,9.5,"Keen Eye","Hydration","Rain Dish",270,40,30,30,55,30,85,190,50,54,"Medium Fast","Flying","Water 1",50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
337,"Generic",279,"Pelipper",3,"Water","Flying",1.2,28,"Keen Eye","Drizzle","Rain Dish",440,60,50,100,95,70,65,45,50,154,"Medium Fast","Flying","Water 1",50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
338,"Generic",280,"Ralts",3,"Psychic","Fairy",0.4,6.6,"Synchronize","Trace","Telepathy",198,28,25,25,45,35,40,235,35,40,"Slow","Amorphous","Human-Like",50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
339,"Generic",281,"Kirlia",3,"Psychic","Fairy",0.8,20.2,"Synchronize","Trace","Telepathy",278,38,35,35,65,55,50,120,35,97,"Slow","Amorphous","Human-Like",50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
340,"Generic",282,"Gardevoir",3,"Psychic","Fairy",1.6,48.4,"Synchronize","Trace","Telepathy",518,68,65,65,125,115,80,45,35,259,"Slow","Amorphous","Human-Like",50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
341,"Generic",282,"Mega Gardevoir",6,"Psychic","Fairy",1.6,48.4,"Pixilate","","",618,68,85,65,165,135,100,45,35,309,"Slow","Amorphous","",50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
342,"Generic",283,"Surskit",3,"Bug","Water",0.5,1.7,"Swift Swim","","Rain Dish",269,40,30,32,50,52,65,200,50,54,"Medium Fast","Bug","Water 1",50,15,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
343,"Generic",284,"Masquerain",3,"Bug","Flying",0.8,3.6,"Intimidate","","Unnerve",454,70,60,62,100,82,80,75,50,159,"Medium Fast","Bug","Water 1",50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
344,"Generic",285,"Shroomish",3,"Grass","",0.4,4.5,"Effect Spore","Poison Heal","Quick Feet",295,60,40,60,40,60,35,255,50,59,"Fluctuating","Fairy","Grass",50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
345,"Generic",286,"Breloom",3,"Grass","Fighting",1.2,39.2,"Effect Spore","Poison Heal","Technician",460,60,130,80,60,60,70,90,50,161,"Fluctuating","Fairy","Grass",50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
346,"Generic",287,"Slakoth",3,"Normal","",0.8,24,"Truant","","",280,60,60,60,35,35,30,255,50,56,"Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
347,"Generic",288,"Vigoroth",3,"Normal","",1.4,46.5,"Vital Spirit","","",440,80,80,80,55,55,90,120,50,154,"Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
348,"Generic",289,"Slaking",3,"Normal","",2,130.5,"Truant","","",670,150,160,100,95,65,100,45,50,285,"Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
349,"Generic",290,"Nincada",3,"Bug","Ground",0.5,5.5,"Compound Eyes","","Run Away",266,31,45,90,30,30,40,255,50,53,"Erratic","Bug","",50,15,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
350,"Generic",291,"Ninjask",3,"Bug","Flying",0.8,12,"Speed Boost","","Infiltrator",456,61,90,45,50,50,160,120,50,160,"Erratic","Bug","",50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
351,"Generic",292,"Shedinja",3,"Bug","Ghost",0.8,1.2,"Wonder Guard","","",236,1,90,45,30,30,40,45,50,83,"Erratic","Mineral","",NaN,15,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0
352,"Generic",293,"Whismur",3,"Normal","",0.6,16.3,"Soundproof","","Rattled",240,64,51,23,51,23,28,190,50,48,"Medium Slow","Field","Monster",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,"Generic",294,"Loudred",3,"Normal","",1,40.5,"Soundproof","","Scrappy",360,84,71,43,71,43,48,120,50,126,"Medium Slow","Field","Monster",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
354,"Generic",295,"Exploud",3,"Normal","",1.5,84,"Soundproof","","Scrappy",490,104,91,63,91,73,68,45,50,245,"Medium Slow","Field","Monster",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
355,"Generic",296,"Makuhita",3,"Fighting","",1,86.4,"Thick Fat","Guts","Sheer Force",237,72,60,30,20,30,25,180,50,47,"Fluctuating","Human-Like","",75,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
356,"Generic",297,"Hariyama",3,"Fighting","",2.3,253.8,"Thick Fat","Guts","Sheer Force",474,144,120,60,40,60,50,200,50,166,"Fluctuating","Human-Like","",75,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
357,"Baby",298,"Azurill",3,"Normal","Fairy",0.2,2,"Thick Fat","Huge Power","Sap Sipper",190,50,20,40,20,40,20,150,50,38,"Fast","Undiscovered","",25,10,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1
358,"Generic",299,"Nosepass",3,"Rock","",1,97,"Sturdy","Magnet Pull","Sand Force",375,30,45,135,45,90,30,255,50,75,"Medium Fast","Mineral","",50,20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
359,"Generic",300,"Skitty",3,"Normal","",0.6,11,"Cute Charm","Normalize","Wonder Skin",260,50,45,45,35,35,50,255,50,52,"Fast","Fairy","Field",25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
360,"Generic",301,"Delcatty",3,"Normal","",1.1,32.6,"Cute Charm","Normalize","Wonder Skin",400,70,65,65,55,55,90,60,50,140,"Fast","Fairy","Field",25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
361,"Generic",302,"Sableye",3,"Dark","Ghost",0.5,11,"Keen Eye","Stall","Prankster",380,50,75,75,65,65,50,45,35,133,"Medium Slow","Human-Like","",50,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
362,"Generic",302,"Mega Sableye",6,"Dark","Ghost",0.5,161,"Magic Bounce","","",480,50,85,125,85,115,20,45,35,168,"Medium Slow","Human-Like","",50,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
363,"Generic",303,"Mawile",3,"Steel","Fairy",0.6,11.5,"Hyper Cutter","Intimidate","Sheer Force",380,50,85,85,55,55,50,45,50,133,"Fast","Fairy","Field",50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
364,"Generic",303,"Mega Mawile",6,"Steel","Fairy",1,23.5,"Huge Power","","",480,50,105,125,55,95,50,45,50,168,"Fast","Fairy","Field",50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
365,"Generic",304,"Aron",3,"Steel","Rock",0.4,60,"Sturdy","Rock Head","Heavy Metal",330,50,70,100,40,40,30,180,35,66,"Slow","Monster","",50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
366,"Generic",305,"Lairon",3,"Steel","Rock",0.9,120,"Sturdy","Rock Head","Heavy Metal",430,60,90,140,50,50,40,90,35,151,"Slow","Monster","",50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
367,"Generic",306,"Aggron",3,"Steel","Rock",2.1,360,"Sturdy","Rock Head","Heavy Metal",530,70,110,180,60,60,50,45,35,265,"Slow","Monster","",50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
368,"Generic",306,"Mega Aggron",6,"Steel","",2.2,395,"Filter","","",630,70,140,230,60,80,50,45,35,315,"Slow","Monster","",50,35,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
369,"Generic",307,"Meditite",3,"Fighting","Psychic",0.6,11.2,"Pure Power","","Telepathy",280,30,40,55,40,55,60,180,50,56,"Medium Fast","Human-Like","",50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
